IDNumber,Age,AgeGroup,Gender,ParentHighestEducation,Ethnicity,Region,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
132055,14,14.00 to 15.99 years,Female,Some college or associate degree,White,midwest,71,14,12,12,10,15,11,11,11,50,46,51,52,41,54,49,53,45
132056,13,12.00 to 13.99,Male,Some college or associate degree,White,midwest,107,25,19,18,19,24,17,10,20,63,66,63,62,63,65,61,44,61
132057,16,16.00 to 17.99 years,Male,Some college or associate degree,White,midwest,73,13,13,12,11,12,14,11,13,51,43,54,52,49,46,57,53,50
203004,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,south,75,12,15,13,12,10,13,12,19,53,40,58,54,52,37,55,56,60
203008,16,16.00 to 17.99 years,Female,Some college or associate degree,White,south,106,12,18,21,23,18,15,11,14,63,40,61,64,66,59,59,53,53
203020,14,14.00 to 15.99 years,Female,Some college or associate degree,White,south,105,21,19,11,19,21,22,13,19,62,59,63,48,63,62,65,58,60
203021,17,16.00 to 17.99 years,Female,Some college or associate degree,White,south,99,18,15,15,16,22,16,15,19,61,55,58,58,60,63,60,61,60
203018,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,69,13,12,11,12,10,12,12,13,48,43,51,48,52,37,52,56,50
203019,11,NA,Male,Bachelor's degree or higher,White,south,100,21,16,19,16,21,15,13,21,62,59,59,63,60,62,59,58,62
193039,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,northeast,63,11,10,11,11,11,10,10,16,41,37,40,48,49,43,41,44,56
197002,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,west,67,17,10,11,10,16,10,10,14,47,52,40,48,41,56,41,44,53
197003,15,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,west,77,15,12,12,15,15,12,11,19,54,48,51,52,59,54,52,53,60
193029,15,14.00 to 15.99 years,Female,Some college or associate degree,AmericanIndAlaskanNat,northeast,72,21,12,17,10,11,12,10,12,51,59,51,61,41,43,52,44,48
193044,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,northeast,83,12,14,11,14,12,19,13,24,57,40,56,48,57,46,63,58,65
193045,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,northeast,73,14,12,12,10,17,10,12,10,51,46,51,52,41,58,41,56,38
193042,18,18.00 to 21.99 years,Female,Bachelor's degree or higher,White,northeast,89,14,21,13,13,13,15,14,16,59,46,64,54,55,49,59,60,56
190035,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,west,85,15,11,16,18,15,14,11,14,57,48,48,60,62,54,57,53,53
193031,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,northeast,60,13,10,10,10,10,10,10,10,31,43,40,40,41,37,41,44,38
193032,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,northeast,64,16,10,10,12,10,12,10,10,42,50,40,40,52,37,52,44,38
193049,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,Hispanic,northeast,74,14,13,13,10,15,11,12,12,52,46,54,54,41,54,49,56,48
193050,12,12.00 to 13.99,Female,Bachelor's degree or higher,White,northeast,60,11,10,10,10,10,10,10,10,31,37,40,40,41,37,41,44,38
190042,13,12.00 to 13.99,Male,Bachelor's degree or higher,Hispanic,west,83,16,15,16,14,14,14,10,15,57,50,58,60,57,51,57,44,55
190040,13,12.00 to 13.99,Female,Some college or associate degree,White,west,86,16,10,12,14,14,19,17,18,58,50,40,52,57,51,63,63,59
193046,13,12.00 to 13.99,Female,Some college or associate degree,White,northeast,67,16,11,11,11,13,11,10,10,47,50,48,48,49,49,49,44,38
190052,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,Hispanic,west,105,17,19,17,17,19,18,15,16,62,52,63,61,62,60,62,61,56
193038,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,northeast,75,16,12,16,12,14,11,10,11,53,50,51,60,52,51,49,44,45
190041,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,west,80,16,17,14,11,16,12,10,13,55,50,60,56,49,56,52,44,50
212015,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,Asian,west,81,19,13,15,14,17,12,10,14,56,56,54,58,57,58,52,44,53
214008,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,south,78,10,13,15,12,18,10,10,12,54,32,54,58,52,59,41,44,48
190069,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,west,62,19,11,10,11,10,10,10,14,39,56,48,40,49,37,41,44,53
193056,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,northeast,83,14,14,13,13,22,11,10,11,57,46,56,54,55,63,49,44,45
193057,15,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,northeast,60,10,10,10,10,10,10,10,10,31,32,40,40,41,37,41,44,38
178027,18,18.00 to 21.99 years,Male,Bachelor's degree or higher,MultiRacial,south,79,10,11,14,14,18,12,10,12,55,32,48,56,57,59,52,44,48
178039,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,south,81,19,14,14,12,15,12,14,14,56,56,56,56,52,54,52,60,53
199027,15,14.00 to 15.99 years,Female,Some college or associate degree,White,midwest,67,12,12,12,11,11,11,10,10,47,40,51,52,49,43,49,44,38
178036,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,south,62,13,10,10,10,12,10,10,10,39,43,40,40,41,46,41,44,38
178035,12,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,65,10,10,10,12,12,10,11,12,44,32,40,40,52,46,41,53,48
178037,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,85,11,13,10,16,23,11,12,14,57,37,54,40,60,64,49,56,53
199038,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,midwest,74,13,13,11,12,13,11,14,13,52,43,54,48,52,49,49,60,50
199034,14,14.00 to 15.99 years,Female,Some college or associate degree,White,midwest,60,10,10,10,10,10,10,10,10,31,32,40,40,41,37,41,44,38
189068,15,14.00 to 15.99 years,Male,Some college or associate degree,White,south,66,12,11,10,10,14,10,11,10,45,40,48,40,41,51,41,53,38
199030,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,midwest,64,14,11,11,11,11,10,10,10,42,46,48,48,49,43,41,44,38
199039,14,14.00 to 15.99 years,Male,Some college or associate degree,White,midwest,67,10,10,12,10,14,10,11,10,47,32,40,52,41,51,41,53,38
199040,16,16.00 to 17.99 years,Male,Some college or associate degree,White,midwest,63,14,10,10,10,13,10,10,11,41,46,40,40,41,49,41,44,45
178041,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,75,16,11,12,13,16,12,11,14,53,50,48,52,55,56,52,53,53
189067,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,Hispanic,south,98,22,18,12,16,18,19,15,24,61,61,61,52,60,59,63,61,65
214015,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,south,60,10,10,10,10,10,10,10,10,31,32,40,40,41,37,41,44,38
178030,12,12.00 to 13.99,Female,Did not complete high school (no diploma),Hispanic,south,114,21,20,19,15,27,21,12,19,64,59,64,63,59,67,65,56,60
214016,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,south,61,10,10,11,10,10,10,10,10,37,32,40,48,41,37,41,44,38
203025,14,14.00 to 15.99 years,Female,Some college or associate degree,Black,south,68,17,12,11,11,11,13,10,13,48,52,51,48,49,43,55,44,50
178031,17,16.00 to 17.99 years,Female,High school graduate (including GED),White,south,68,16,11,12,10,15,10,10,11,48,50,48,52,41,54,41,44,45
199029,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,midwest,60,10,10,10,10,10,10,10,10,31,32,40,40,41,37,41,44,38
199037,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,midwest,64,12,10,10,10,14,10,10,10,42,40,40,40,41,51,41,44,38
199036,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,midwest,67,11,12,12,10,13,10,10,14,47,37,51,52,41,49,41,44,53
199035,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,midwest,64,16,12,11,10,11,10,10,11,42,50,51,48,41,43,41,44,45
199028,15,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,midwest,63,15,10,11,10,12,10,10,11,41,48,40,48,41,46,41,44,45
212010,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,Hispanic,west,61,14,10,10,10,10,11,10,10,37,46,40,40,41,37,49,44,38
189066,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,south,101,14,16,20,22,16,13,14,15,62,46,59,63,66,56,55,60,55
119133,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,Black,south,62,12,12,10,10,10,10,10,10,39,40,51,40,41,37,41,44,38
199026,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,midwest,63,10,10,10,10,12,11,10,14,41,32,40,40,41,46,49,44,53
226005,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,west,78,17,13,13,14,14,14,10,13,54,52,54,54,57,51,57,44,50
226006,12,12.00 to 13.99,Male,Bachelor's degree or higher,White,west,82,14,12,13,17,10,16,14,15,56,46,51,54,62,37,60,60,55
190063,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,MultiRacial,west,64,12,11,12,10,11,10,10,15,42,40,48,52,41,43,41,44,55
199033,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,midwest,63,10,10,11,10,11,10,11,15,41,32,40,48,41,43,41,53,55
219004,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,61,15,10,10,11,10,10,10,10,37,48,40,40,49,37,41,44,38
189069,18,18.00 to 21.99 years,Male,Bachelor's degree or higher,White,south,73,17,10,13,10,20,10,10,12,51,52,40,54,41,61,41,44,48
199032,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,Hispanic,midwest,85,15,15,14,12,16,16,12,15,57,48,58,56,52,56,60,56,55
199031,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,Hispanic,midwest,80,17,13,14,13,17,12,11,19,55,52,54,56,55,58,52,53,60
178045,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,Hispanic,south,78,15,13,14,12,15,14,10,18,54,48,54,56,52,54,57,44,59
190043,13,12.00 to 13.99,Male,Bachelor's degree or higher,Asian,west,109,21,17,16,20,19,22,15,22,63,59,60,60,64,60,65,61,63
190088,13,12.00 to 13.99,Male,Bachelor's degree or higher,Asian,west,61,13,10,10,10,10,11,10,10,37,43,40,40,41,37,49,44,38
193066,17,16.00 to 17.99 years,Female,Some college or associate degree,White,northeast,88,18,16,11,12,20,13,16,29,59,55,59,48,52,61,55,62,69
178034,14,14.00 to 15.99 years,Male,Some college or associate degree,White,south,65,12,11,11,11,12,10,10,12,44,40,48,48,49,46,41,44,48
193065,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,northeast,88,21,15,13,11,21,12,16,16,59,59,58,54,49,62,52,62,56
193064,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,northeast,80,19,10,15,12,23,10,10,13,55,56,40,58,52,64,41,44,50
193062,17,16.00 to 17.99 years,Female,Some college or associate degree,White,northeast,72,14,12,12,12,14,11,11,12,51,46,51,52,52,51,49,53,48
193063,14,14.00 to 15.99 years,Female,Some college or associate degree,White,northeast,83,21,14,15,11,16,15,12,15,57,59,56,58,49,56,59,56,55
190065,12,12.00 to 13.99,Male,Bachelor's degree or higher,Hispanic,west,78,19,14,11,16,10,17,10,18,54,56,56,48,60,37,61,44,59
190089,13,12.00 to 13.99,Male,Bachelor's degree or higher,Asian,west,74,18,10,11,14,18,10,11,14,52,55,40,48,57,59,41,53,53
190064,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,Hispanic,west,71,12,10,10,12,16,12,11,13,50,40,40,40,52,56,52,53,50
226002,13,12.00 to 13.99,Male,Did not complete high school (no diploma),White,west,120,18,23,22,18,28,17,12,29,65,55,66,65,62,68,61,56,69
226003,11,NA,Male,Some college or associate degree,White,west,115,14,20,21,16,26,15,17,31,64,46,64,64,60,66,59,63,72
178038,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,south,83,17,16,16,13,11,17,10,11,57,52,59,60,55,43,61,44,45
178033,17,16.00 to 17.99 years,Male,Some college or associate degree,White,south,67,11,10,11,12,12,12,10,12,47,37,40,48,52,46,52,44,48
190090,13,12.00 to 13.99,Male,Bachelor's degree or higher,Hispanic,west,62,13,10,10,10,12,10,10,10,39,43,40,40,41,46,41,44,38
193072,13,12.00 to 13.99,Male,Some college or associate degree,White,northeast,66,15,11,11,10,13,10,11,11,45,48,48,48,41,49,41,53,45
190093,12,12.00 to 13.99,Male,Bachelor's degree or higher,Other,west,78,12,13,10,12,15,15,13,18,54,40,54,40,52,54,59,58,59
190095,13,12.00 to 13.99,Male,Bachelor's degree or higher,MultiRacial,west,63,13,10,10,10,10,12,11,11,41,43,40,40,41,37,52,53,45
178040,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,Hispanic,south,75,17,15,12,14,12,11,11,16,53,52,58,52,57,46,49,53,56
178042,14,14.00 to 15.99 years,Female,Some college or associate degree,White,south,72,16,12,14,11,13,10,12,13,51,50,51,56,49,49,41,56,50
178043,16,16.00 to 17.99 years,Male,Some college or associate degree,White,south,73,15,13,14,11,12,13,10,15,51,48,54,56,49,46,55,44,55
230026,12,12.00 to 13.99,Male,Bachelor's degree or higher,White,midwest,64,14,10,10,10,14,10,10,11,42,46,40,40,41,51,41,44,45
230027,15,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,midwest,60,13,10,10,10,10,10,10,10,31,43,40,40,41,37,41,44,38
193067,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,northeast,67,12,12,11,11,13,10,10,12,47,40,51,48,49,49,41,44,48
178028,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,south,70,16,11,10,13,12,13,11,13,49,50,48,40,55,46,55,53,50
230024,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,midwest,68,12,10,11,12,13,12,10,10,48,40,40,48,52,49,52,44,38
230025,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,midwest,62,12,10,10,10,12,10,10,11,39,40,40,40,41,46,41,44,45
119136,15,14.00 to 15.99 years,Male,High school graduate (including GED),White,south,62,28,11,10,11,10,10,10,11,39,71,48,40,49,37,41,44,45
119135,16,16.00 to 17.99 years,Male,Bachelor's degree or higher,Black,south,109,20,19,18,20,20,15,17,21,63,58,63,62,64,61,59,63,62
230023,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,midwest,65,12,10,10,10,15,10,10,12,44,40,40,40,41,54,41,44,48
193047,15,14.00 to 15.99 years,Male,Some college or associate degree,White,northeast,66,12,10,10,13,12,11,10,12,45,40,40,40,55,46,49,44,48
178032,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,71,12,14,13,11,12,11,10,12,50,40,56,54,49,46,49,44,48
193048,17,16.00 to 17.99 years,Male,Some college or associate degree,White,northeast,62,11,10,11,10,10,10,11,10,39,37,40,48,41,37,41,53,38
203029,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,south,86,20,15,14,10,16,17,14,13,58,58,58,56,41,56,61,60,50
203028,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,south,108,19,18,18,19,16,19,18,21,63,56,61,62,63,56,63,64,62
178029,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,south,66,10,12,10,10,14,10,10,10,45,32,51,40,41,51,41,44,38
190094,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,west,135,16,18,20,28,21,22,26,18,66,50,61,63,70,62,65,69,59
190099,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,west,103,16,16,21,15,21,14,16,20,62,50,59,64,59,62,57,62,61
190107,13,12.00 to 13.99,Female,Bachelor's degree or higher,MultiRacial,west,109,18,17,17,16,19,19,21,23,63,55,60,61,60,60,63,65,64
241009,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,northeast,84,16,15,14,11,23,10,11,12,57,50,58,56,49,64,41,53,48
241011,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,northeast,86,16,16,16,12,19,11,12,18,58,50,59,60,52,60,49,56,59
190115,13,12.00 to 13.99,Male,Bachelor's degree or higher,Hispanic,west,81,22,13,13,17,13,15,10,21,56,61,54,54,62,49,59,44,62
190114,13,12.00 to 13.99,Female,Bachelor's degree or higher,Hispanic,west,74,17,12,14,12,13,13,10,21,52,52,51,56,52,49,55,44,62
190116,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,west,94,16,23,25,13,12,10,11,17,60,50,66,67,55,46,41,53,57
190117,17,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,west,62,10,10,11,11,10,10,10,10,39,32,40,48,49,37,41,44,38
241014,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,northeast,68,14,10,12,11,11,12,12,11,48,46,40,52,49,43,52,56,45
190087,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,west,71,16,11,11,10,15,13,11,17,50,50,48,48,41,54,55,53,57
190091,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,west,63,11,11,11,11,10,10,10,10,41,37,48,48,49,37,41,44,38
190124,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,west,65,12,10,11,10,14,10,10,11,44,40,40,48,41,51,41,44,45
190125,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,west,78,18,11,14,12,18,13,10,14,54,55,48,56,52,59,55,44,53
190126,13,12.00 to 13.99,Female,Bachelor's degree or higher,MultiRacial,west,82,15,14,15,17,14,11,11,10,56,48,56,58,62,51,49,53,38
190128,13,12.00 to 13.99,Male,Bachelor's degree or higher,Asian,west,71,20,12,12,13,12,10,12,14,50,58,51,52,55,46,41,56,53
190127,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,west,73,15,14,11,13,13,12,10,13,51,48,56,48,55,49,52,44,50
241021,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,northeast,68,10,11,10,10,17,10,10,12,48,32,48,40,41,58,41,44,48
226001,16,16.00 to 17.99 years,Male,Some college or associate degree,White,west,66,10,11,10,11,12,12,10,15,45,32,48,40,49,46,52,44,55
241010,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,northeast,66,12,10,10,11,15,10,10,10,45,40,40,40,49,54,41,44,38
190131,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,west,60,10,10,10,10,10,10,10,10,31,32,40,40,41,37,41,44,38
241036,12,12.00 to 13.99,Female,Bachelor's degree or higher,Black,northeast,67,18,11,10,12,12,11,11,18,47,55,48,40,52,46,49,53,59
241038,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,northeast,64,15,10,10,11,13,10,10,11,42,48,40,40,49,49,41,44,45
241039,14,14.00 to 15.99 years,Female,Some college or associate degree,Black,northeast,71,20,11,10,10,13,14,13,11,50,58,48,40,41,49,57,58,45
241048,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,northeast,65,14,10,11,12,11,11,10,14,44,46,40,48,52,43,49,44,53
241049,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,northeast,68,12,10,10,11,17,10,10,10,48,40,40,40,49,58,41,44,38
171013,17,16.00 to 17.99 years,Female,Some college or associate degree,White,northeast,67,21,10,11,12,12,12,10,14,47,59,40,48,52,46,52,44,53
241037,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,northeast,141,14,25,26,26,20,23,21,32,66,46,68,68,68,61,66,65,73
241028,13,12.00 to 13.99,Male,High school graduate (including GED),Black,northeast,64,12,11,10,11,11,11,10,11,42,40,48,40,49,43,49,44,45
241030,13,12.00 to 13.99,Female,Some college or associate degree,White,northeast,73,24,12,13,12,15,10,11,17,51,64,51,54,52,54,41,53,57
241033,15,NA,Male,High school graduate (including GED),White,northeast,81,18,16,15,12,11,15,12,17,56,55,59,58,52,43,59,56,57
241050,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,MultiRacial,northeast,73,17,11,11,13,13,13,12,13,51,52,48,48,55,49,55,56,50
241031,13,12.00 to 13.99,Female,Some college or associate degree,White,northeast,78,16,13,13,12,17,13,10,13,54,50,54,54,52,58,55,44,50
241032,13,12.00 to 13.99,Female,Some college or associate degree,White,northeast,74,15,14,14,11,12,12,11,15,52,48,56,56,49,46,52,53,55
241052,13,12.00 to 13.99,Male,Some college or associate degree,White,northeast,61,15,10,11,10,10,10,10,12,37,48,40,48,41,37,41,44,48
241043,14,14.00 to 15.99 years,Female,High school graduate (including GED),White,northeast,90,19,14,14,16,13,18,15,17,59,56,56,56,60,49,62,61,57
141271,13,12.00 to 13.99,Male,Some college or associate degree,Hispanic,south,81,19,14,13,12,16,14,12,14,56,56,56,54,52,56,57,56,53
141273,14,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,south,64,18,12,11,11,10,10,10,10,42,55,51,48,49,37,41,44,38
141269,14,14.00 to 15.99 years,Male,Some college or associate degree,White,south,80,22,13,18,14,12,13,10,25,55,61,54,62,57,46,55,44,66
141272,14,14.00 to 15.99 years,Female,Some college or associate degree,Hispanic,south,85,17,15,14,13,18,13,12,15,57,52,58,56,55,59,55,56,55
141265,15,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,south,83,18,12,13,16,16,14,12,17,57,55,51,54,60,56,57,56,57
241047,14,14.00 to 15.99 years,Male,High school graduate (including GED),White,northeast,90,15,17,16,15,14,17,11,18,59,48,60,60,59,51,61,53,59
241056,21,18.00 to 21.99 years,Male,Bachelor's degree or higher,White,northeast,76,18,11,20,10,12,13,10,17,53,55,48,63,41,46,55,44,57
141280,16,16.00 to 17.99 years,Female,Some college or associate degree,White,south,62,12,10,10,10,12,10,10,11,39,40,40,40,41,46,41,44,45
141281,18,18.00 to 21.99 years,Male,Some college or associate degree,White,south,70,15,11,10,12,15,11,11,11,49,48,48,40,52,54,49,53,45
141266,12,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,77,15,15,12,13,12,12,13,12,54,48,58,52,55,46,52,58,48
141276,15,14.00 to 15.99 years,Female,Some college or associate degree,White,south,92,18,16,20,11,17,17,11,18,59,55,59,63,49,58,61,53,59
141286,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,67,12,11,10,10,12,14,10,11,47,40,48,40,41,46,57,44,45
241057,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,northeast,60,10,10,10,10,10,10,10,10,31,32,40,40,41,37,41,44,38
241053,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,northeast,78,10,11,14,13,18,12,10,15,54,32,48,56,55,59,52,44,55
141295,18,18.00 to 21.99 years,Female,Some college or associate degree,White,south,74,12,12,13,12,15,11,11,13,52,40,51,54,52,54,49,53,50
141292,17,16.00 to 17.99 years,Female,Some college or associate degree,White,south,73,16,13,13,11,14,12,10,10,51,50,54,54,49,51,52,44,38
141270,13,12.00 to 13.99,Male,Some college or associate degree,White,south,69,13,10,11,13,12,13,10,10,48,43,40,48,55,46,55,44,38
241051,14,14.00 to 15.99 years,Female,Some college or associate degree,White,northeast,70,19,10,11,11,14,14,10,16,49,56,40,48,49,51,57,44,56
141277,13,12.00 to 13.99,Female,Some college or associate degree,White,south,79,15,14,16,11,14,11,13,12,55,48,56,60,49,51,49,58,48
141268,12,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,65,17,10,10,12,13,10,10,11,44,52,40,40,52,49,41,44,45
141267,15,14.00 to 15.99 years,Male,Bachelor's degree or higher,White,south,70,11,10,12,12,15,10,11,10,49,37,40,52,52,54,41,53,38
141290,12,12.00 to 13.99,Male,Some college or associate degree,White,south,87,13,19,12,15,15,14,12,17,58,43,63,52,59,54,57,56,57
141286,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,89,11,16,16,15,14,16,12,12,59,37,59,60,59,51,60,56,48
141285,13,12.00 to 13.99,Male,Some college or associate degree,White,south,83,15,14,15,13,18,13,10,15,57,48,56,58,55,59,55,44,55
141294,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,south,65,10,12,11,10,12,10,10,11,44,32,51,48,41,46,41,44,45
141288,13,12.00 to 13.99,Female,High school graduate (including GED),White,south,75,10,10,10,11,24,10,10,15,53,32,40,40,49,65,41,44,55
241056,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,northeast,72,10,10,10,10,22,10,10,10,51,32,40,40,41,63,41,44,38
141275,18,18.00 to 21.99 years,Female,Bachelor's degree or higher,White,south,61,10,10,10,11,10,10,10,10,37,32,40,40,49,37,41,44,38
241055,13,12.00 to 13.99,Female,Bachelor's degree or higher,White,northeast,66,15,12,12,10,12,10,10,11,45,48,51,52,41,46,41,44,45
141298,12,12.00 to 13.99,Female,Bachelor's degree or higher,White,south,67,11,10,10,10,17,10,10,10,47,37,40,40,41,58,41,44,38
141297,14,14.00 to 15.99 years,Female,Bachelor's degree or higher,White,south,64,14,10,10,12,10,12,10,11,42,46,40,40,52,37,52,44,45
141296,17,16.00 to 17.99 years,Male,Bachelor's degree or higher,White,south,68,14,10,12,11,12,13,10,12,48,46,40,52,49,46,55,44,48
141269,14,14.00 to 15.99 years,Male,Some college or associate degree,White,south,120,27,24,25,16,20,17,18,23,65,70,67,67,60,61,61,64,64
141282,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,82,23,10,13,18,14,15,12,21,56,62,40,54,62,51,59,56,62
141303,16,16.00 to 17.99 years,Female,Bachelor's degree or higher,White,south,72,10,12,11,12,15,11,11,16,51,32,51,48,52,54,49,53,56
141302,12,12.00 to 13.99,Female,Bachelor's degree or higher,White,south,84,16,13,14,16,14,14,13,13,57,50,54,56,60,51,57,58,50
141300,15,14.00 to 15.99 years,Female,Some college or associate degree,Hispanic,south,62,15,10,10,10,11,11,10,10,39,48,40,40,41,43,49,44,38
141289,17,16.00 to 17.99 years,Female,Some college or associate degree,White,south,94,13,18,14,16,17,12,17,14,60,43,61,56,60,58,52,63,53
141287,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,89,15,14,16,15,15,16,13,13,59,48,56,60,59,54,60,58,50
141284,13,12.00 to 13.99,Male,Bachelor's degree or higher,White,south,81,14,15,19,13,13,11,10,16,56,46,58,63,55,49,49,44,56
141279,13,12.00 to 13.99,Male,Some college or associate degree,White,south,106,27,11,14,17,16,29,19,16,63,70,48,56,62,56,71,64,56
141305,13,12.00 to 13.99,Female,Some college or associate degree,White,south,94,20,17,15,15,17,15,15,22,60,58,60,58,59,58,59,61,63
141278,17,16.00 to 17.99 years,Male,Some college or associate degree,White,south,75,16,10,15,14,16,10,10,14,53,50,40,58,57,56,41,44,53
141293,12,12.00 to 13.99,Female,Some college or associate degree,White,south,67,11,13,11,10,13,10,10,11,47,37,54,48,41,49,41,44,45
119139,17,16.00 to 17.99 years,Male,High school graduate (including GED),Black,south,64,14,11,10,11,12,10,10,10,42,46,48,40,49,46,41,44,38
119140,16,16.00 to 17.99 years,Female,Some college or associate degree,Black,south,72,19,13,10,11,16,11,11,10,51,56,54,40,49,56,49,53,38
119141,13,12.00 to 13.99,Female,Some college or associate degree,Black,south,70,15,11,11,11,15,11,11,11,49,48,48,48,49,54,49,53,45
282012,12,12.00 to 13.99,Female,Some college or associate degree,White,midwest,68,15,11,11,11,12,13,10,12,48,48,48,48,49,46,55,44,48
282009,14,14.00 to 15.99 years,Female,Some college or associate degree,White,midwest,79,14,14,15,13,15,11,11,12,55,46,56,58,55,54,49,53,48
282010,17,16.00 to 17.99 years,Male,Some college or associate degree,White,midwest,66,14,12,12,10,11,10,11,12,45,46,51,52,41,43,41,53,48
282006,19,18.00 to 21.99 years,Male,High school graduate (including GED),White,midwest,66,17,10,13,11,10,12,10,15,45,52,40,54,49,37,52,44,55
